375300681	0	0
302202875	0	0
149947716	0	1
158139259	0	0
260864072	0	0
222454905	0	1
325481902	0	0
212677485	0	0
227236703	0	1
325479859	0	0
256797401	0	0
227218590	0	1
256399903	0	0
169259679	0	0
316902233	0	0
167652523	0	0
507809314	0	0
167669081	0	0
150274920	0	0
217992930	0	0
543003571	0	1
260542684	0	1
225040820	0	1
545410898	0	1
255269445	0	1
500582679	0	0
292810617	0	0
291517793	0	1
302669375	0	1
302393848	0	1
548795119	0	0
311776282	0	1
312179424	0	1
312201595	0	1
343963553	0	1
302573591	0	1
311774134	0	1
145408662	0	1
343178558	0	1
380334880	0	0
380335274	0	0
380337783	0	0
380343300	0	0
380343392	0	0
380340959	0	0
342329142	0	0
345505723	0	0
380343023	0	0
346983467	0	0
346984888	0	0
169637064	0	0
214036062	0	0
554921781	0	1
485597389	0	0
239516426	0	1
551693852	0	0
551690997	0	0
652501991	0	1
404345015	0	1
289185409	0	0
226914578	0	0
354823573	0	0
589398610	0	1
476608362	0	0
476628661	0	1
530692431	0	0
373943375	0	1
324032492	0	1
357168570	0	1
312958074	0	0
156865846	0	0
291077410	0	0
394760106	0	1
410603862	0	1
167712796	0	0
338900466	0	0
336292665	0	0
325507408	0	0
15022818	0	0
407049041	0	0
225047631	0	1
553904188	0	0
566234976	0	0
164603820	0	0
149901358	0	1
531773481	0	0
531770560	0	0
488627585	0	1
480714936	0	1
488637021	0	1
480710602	0	1
488641846	0	1
480703325	0	1
488629404	0	1
480775961	0	1
488633370	0	1
480702505	0	1
158441617	0	1
526283845	0	0
526260818	0	0
226843194	0	0
169407491	0	0
152926887	0	0
152931326	0	0
148287496	0	0
169121363	0	0
329124739	0	0
187723874	0	0
560394569	0	0
229260353	0	0
182675496	0	0
409745269	0	0
428759123	0	0
526259985	0	0
526259074	0	0
169296492	0	0
338197071	0	0
253562928	0	0
243084424	0	0
188499720	0	0
295317477	0	0
152936194	0	0
322804279	0	0
182671011	0	0
182379647	0	1
480692588	0	1
475998217	0	1
